Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
40, 512, 1, 1, 64, 0.180706, 0.145566, N/A, 0.000942264, 0.00219676, 0.0223434, 0.0016209, 2, 1, 1, 1, 1, 1, 59.0305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
40, 512, 1, 1, 64, 0.180706, 0.145566, N/A, 0.000942264, 0.00219676, 0.0223434, 0.0016209, 2, 1, 1, 1, 1, 1, 59.0305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
40, 512, 1, 1, 64, 0.180706, 0.145566, N/A, 0.000942264, 0.00219676, 0.0223434, 0.0016209, 2, 1, 1, 1, 1, 1, 59.0305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
40, 512, 1, 1, 64, 0.180706, 0.145566, N/A, 0.000942264, 0.00219676, 0.0223434, 0.0016209, 2, 1, 1, 1, 1, 1, 59.0305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
40, 512, 1, 1, 64, 0.180706, 0.145566, N/A, 0.000942264, 0.00219676, 0.0223434, 0.0016209, 2, 1, 1, 1, 1, 1, 59.0305, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
